  -7.39719382086648       4.146691421898283E-010
  -7.39699388349095       4.149456474067260E-010
  -7.39679390613247       4.152223886568530E-010
  -7.39659388877504       4.154993661866940E-010
  -7.39639383140267       4.157765802430399E-010
  -7.39619373399934       4.160540310729818E-010
  -7.39599359654903       4.163317189239215E-010
  -7.39579341903570       4.166096440435658E-010
  -7.39559320144330       4.168878066799292E-010
  -7.39539294375580       4.171662070813301E-010
  -7.39519264595712       4.174448454963960E-010
  -7.39499230803119       4.177237221740669E-010
  -7.39479192996194       4.180028373635855E-010
  -7.39459151173327       4.182821913145070E-010
  -7.39439105332909       4.185617842766918E-010
  -7.39419055473327       4.188416165003167E-010
  -7.39399001592970       4.191216882358636E-010
  -7.39378943690226       4.194019997341274E-010
  -7.39358881763480       4.196825512462132E-010
  -7.39338815811117       4.199633430235393E-010
  -7.39318745831522       4.202443753178335E-010
  -7.39298671823077       4.205256483811389E-010
  -7.39278593784165       4.208071624658110E-010
  -7.39258511713167       4.210889178245170E-010
  -7.39238425608463       4.213709147102415E-010
  -7.39218335468433       4.216531533762776E-010
  -7.39198241291454       4.219356340762393E-010
  -7.39178143075904       4.222183570640528E-010
  -7.39158040820160       4.225013225939621E-010
  -7.39137934522596       4.227845309205220E-010
  -7.39117824181587       4.230679822986130E-010
  -7.39097709795506       4.233516769834241E-010
  -7.39077591362727       4.236356152304651E-010
  -7.39057468881619       4.239197972955669E-010
  -7.39037342350554       4.242042234348737E-010
  -7.39017211767901       4.244888939048534E-010
  -7.38997077132028       4.247738089622870E-010
  -7.38976938441304       4.250589688642799E-010
  -7.38956795694094       4.253443738682592E-010
  -7.38936648888763       4.256300242319712E-010
  -7.38916498023678       4.259159202134794E-010
  -7.38896343097200       4.262020620711743E-010
  -7.38876184107692       4.264884500637667E-010
  -7.38856021053517       4.267750844502895E-010
  -7.38835853933034       4.270619654900998E-010
  -7.38815682744603       4.273490934428778E-010
  -7.38795507486583       4.276364685686271E-010
  -7.38775328157331       4.279240911276767E-010
  -7.38755144755204       4.282119613806793E-010
  -7.38734957278558       4.285000795886149E-010
  -7.38714765725746       4.287884460127884E-010
  -7.38694570095123       4.290770609148285E-010
  -7.38674370385041       4.293659245566961E-010
  -7.38654166593852       4.296550372006748E-010
  -7.38633958719906       4.299443991093803E-010
  -7.38613746761553       4.302340105457509E-010
  -7.38593530717142       4.305238717730581E-010
  -7.38573310585019       4.308139830549022E-010
  -7.38553086363533       4.311043446552118E-010
  -7.38532858051027       4.313949568382446E-010
  -7.38512625645848       4.316858198685909E-010
  -7.38492389146338       4.319769340111740E-010
  -7.38472148550840       4.322682995312434E-010
  -7.38451903857695       4.325599166943866E-010
  -7.38431655065244       4.328517857665187E-010
  -7.38411402171827       4.331439070138920E-010
  -7.38391145175783       4.334362807030879E-010
  -7.38370884075448       4.337289071010257E-010
  -7.38350618869159       4.340217864749586E-010
  -7.38330349555252       4.343149190924724E-010
  -7.38310076132061       4.346083052214899E-010
  -7.38289798597920       4.349019451302697E-010
  -7.38269516951160       4.351958390874094E-010
  -7.38249231190115       4.354899873618382E-010
  -7.38228941313113       4.357843902228278E-010
  -7.38208647318485       4.360790479399836E-010
  -7.38188349204559       4.363739607832541E-010
  -7.38168046969662       4.366691290229213E-010
  -7.38147740612121       4.369645529296105E-010
  -7.38127430130260       4.372602327742876E-010
  -7.38107115522405       4.375561688282538E-010
  -7.38086796786878       4.378523613631562E-010
  -7.38066473922002       4.381488106509808E-010
  -7.38046146926099       4.384455169640574E-010
  -7.38025815797487       4.387424805750561E-010
  -7.38005480534487       4.390397017569900E-010
  -7.37985141135417       4.393371807832171E-010
  -7.37964797598593       4.396349179274380E-010
  -7.37944449922333       4.399329134636978E-010
  -7.37924098104950       4.402311676663866E-010
  -7.37903742144760       4.405296808102416E-010
  -7.37883382040075       4.408284531703417E-010
  -7.37863017789207       4.411274850221161E-010
  -7.37842649390467       4.414267766413399E-010
  -7.37822276842166       4.417263283041335E-010
  -7.37801900142611       4.420261402869693E-010
  -7.37781519290111       4.423262128666625E-010
  -7.37761134282973       4.426265463203827E-010
  -7.37740745119503       4.429271409256467E-010
  -7.37720351798005       4.432279969603198E-010
  -7.37699954316783       4.435291147026188E-010
  -7.37679552674140       4.438304944311123E-010
  -7.37659146868377       4.441321364247210E-010
  -7.37638736897795       4.444340409627136E-010
  -7.37618322760694       4.447362083247160E-010
  -7.37597904455372       4.450386387907031E-010
  -7.37577481980126       4.453413326410086E-010
  -7.37557055333254       4.456442901563145E-010
  -7.37536624513050       4.459475116176591E-010
  -7.37516189517809       4.462509973064396E-010
  -7.37495750345824       4.465547475044015E-010
  -7.37475306995388       4.468587624936534E-010
  -7.37454859464791       4.471630425566583E-010
  -7.37434407752324       4.474675879762320E-010
  -7.37413951856276       4.477723990355567E-010
  -7.37393491774935       4.480774760181616E-010
  -7.37373027506588       4.483828192079469E-010
  -7.37352559049521       4.486884288891627E-010
  -7.37332086402019       4.489943053464229E-010
  -7.37311609562366       4.493004488647014E-010
  -7.37291128528845       4.496068597293329E-010
  -7.37270643299736       4.499135382260100E-010
  -7.37250153873322       4.502204846407951E-010
  -7.37229660247881       4.505276992601043E-010
  -7.37209162421693       4.508351823707215E-010
  -7.37188660393035       4.511429342597931E-010
  -7.37168154160182       4.514509552148294E-010
  -7.37147643721412       4.517592455237075E-010
  -7.37127129074997       4.520678054746648E-010
  -7.37106610219212       4.523766353563063E-010
  -7.37086087152328       4.526857354576082E-010
  -7.37065559872617       4.529951060679045E-010
  -7.37045028378348       4.533047474769031E-010
  -7.37024492667792       4.536146599746776E-010
  -7.37003952739215       4.539248438516681E-010
  -7.36983408590884       4.542352993986885E-010
  -7.36962860221066       4.545460269069162E-010
  -7.36942307628025       4.548570266679028E-010
  -7.36921750810025       4.551682989735681E-010
  -7.36901189765329       4.554798441162043E-010
  -7.36880624492197       4.557916623884743E-010
  -7.36860054988891       4.561037540834125E-010
  -7.36839481253669       4.564161194944281E-010
  -7.36818903284791       4.567287589153020E-010
  -7.36798321080513       4.570416726401905E-010
  -7.36777734639092       4.573548609636195E-010
  -7.36757143958783       4.576683241804967E-010
  -7.36736549037839       4.579820625860990E-010
  -7.36715949874513       4.582960764760851E-010
  -7.36695346467059       4.586103661464846E-010
  -7.36674738813725       4.589249318937064E-010
  -7.36654126912762       4.592397740145407E-010
  -7.36633510762419       4.595548928061489E-010
  -7.36612890360943       4.598702885660765E-010
  -7.36592265706580       4.601859615922463E-010
  -7.36571636797576       4.605019121829627E-010
  -7.36551003632175       4.608181406369071E-010
  -7.36530366208620       4.611346472531441E-010
  -7.36509724525154       4.614514323311230E-010
  -7.36489078580017       4.617684961706680E-010
  -7.36468428371449       4.620858390719923E-010
  -7.36447773897689       4.624034613356902E-010
